,token,first_seen,last_seen,tx_count,total_value,max_value_in_tx
22,BABE Token (BABE),2021-03-10 15:12:47.485,2021-03-15 22:30:32.116,3,582.2602325705453,346.3308208058453
23,BELT Token (BELT),2021-03-11 11:46:57.091,2021-03-20 10:43:28.974,7,21.3360203618,12.6705289962
24,BINANCEPUNKS (ß),2021-03-14 22:07:23.285,2021-03-14 22:07:23.285,1,1.0,1.0
25,BLinkToken (blink),2021-03-14 14:59:31.331,2021-03-18 23:58:54.139,3,2190.026464,1359.107489
26,BNB Cash (BNBC),2021-03-18 03:35:33.411,2021-03-19 18:21:46.310,2,0.0311966596,0.0188122604
27,BNBPad (BNBPAD),2021-03-27 11:32:07.364,2021-03-27 11:32:07.364,1,339540636.84386754,339540636.84386754
28,BSC Conflux (bCFX),2021-03-24 07:02:54.590,2021-03-24 07:02:54.590,1,108.3,108.3
29,BSCPAD.com (BSCPAD),2021-03-14 14:59:31.328,2021-03-23 07:41:23.798,3,238.6284538967,189.3478036966
30,BSWAP (BSWAP),2021-03-18 19:55:32.568,2021-03-18 19:55:32.568,1,4.8931243369,4.8931243369
31,BTesta (BTESTA),2021-03-22 13:16:31.280,2021-03-22 13:16:31.280,1,37.2,37.2
32,BUX Token (BUX),2021-03-10 20:45:53.460,2021-03-10 20:45:53.460,1,90.1021020578,90.1021020578
33,Bakery LPs (BLP),2021-03-10 15:12:47.644,2021-03-26 18:58:09.867,4,33.361170865199995,33.3141698652
34,BakeryToken (BAKE),2021-03-11 05:26:53.800,2021-03-26 10:41:56.136,11,4219.672444614501,2306.1041744831
35,Balloon Toke... (BLN),2021-03-15 22:30:35.026,2021-03-15 22:30:35.026,1,0.0029475,0.0029475
36,Bamboo Token (BBOO),2021-03-23 18:38:53.574,2021-03-23 18:38:53.574,1,19.7052631579,19.7052631579
37,Bat True Dol... (BTD),2021-03-15 11:21:13.198,2021-03-21 15:17:48.100,4,360.8178152493999,166.8668429488
38,Bat True Sha... (BTS),2021-03-11 11:46:57.153,2021-03-23 14:30:50.590,4,8.7548630324,7.0
39,Believer (BLVR),2021-03-18 17:52:22.030,2021-03-18 17:52:22.030,1,223.213,223.213
40,Bella Protoc... (BEL),2021-03-15 16:22:10.488,2021-03-15 16:22:10.488,1,78.545,78.545
41,Berry Tribut... (BRY),2021-03-11 18:09:30.191,2021-03-26 10:41:56.088,3,40.451699998500004,35.0
42,Billion Happ... (BHC),2021-03-11 18:09:33.175,2021-03-18 03:35:33.468,2,1.8950336311999998,1.5012440435999999
43,Binance Beac... (BETH),2021-03-26 18:58:09.776,2021-03-26 18:58:09.776,1,0.4995176965,0.4995176965
44,Binance GeoD... (BGEO),2021-03-23 14:30:50.650,2021-03-23 14:30:50.650,1,12.4214093354,12.4214093354
45,Binance-Peg ... (ADA),2021-03-10 20:45:53.530,2021-03-11 01:29:43.290,2,50.7592,50.5592
46,Binance-Peg ... (BTCB),2021-03-10 15:12:47.499,2021-03-27 11:32:07.431,11,0.6432183509999999,0.45
47,Binance-Peg ... (BUSD),2021-03-10 15:12:47.605,2021-03-27 11:32:07.357,197,692963.7027416441,194753.0054894205
48,Binance-Peg ... (BUSD-T),2021-03-10 15:12:47.477,2021-03-27 11:32:07.376,41,68160.6741082997,10000.0
49,Binance-Peg ... (DAI),2021-03-15 22:30:35.052,2021-03-24 07:02:51.622,3,557.9208882839391,284.83
50,Binance-Peg ... (DOGE),2021-03-23 07:41:23.870,2021-03-23 07:41:23.870,1,540.20640269,540.20640269
51,Binance-Peg ... (DOT),2021-03-10 16:00:47.587,2021-03-11 18:56:42.182,2,27.802427723500003,23.99463756
52,Binance-Peg ... (ETH),2021-03-14 22:07:23.318,2021-03-26 10:41:56.188,10,2056.0165719861,2011.3577115019
53,Binance-Peg ... (LTC),2021-03-15 22:30:32.079,2021-03-18 23:58:54.105,2,25.108524768509483,20.688702753075212
54,Binance-Peg ... (SUSHI),2021-03-11 21:19:17.819,2021-03-16 23:02:05.072,2,250.0,200.0
55,Binance-Peg ... (UNI),2021-03-19 18:21:46.478,2021-03-19 18:21:46.478,1,5.53523762,5.53523762
56,Binance-Peg ... (USDC),2021-03-11 08:37:35.556,2021-03-21 15:17:48.112,3,5829025.640852497,5774169.005106333
57,Bingo Cash (BGO),2021-03-18 23:58:54.068,2021-03-18 23:58:54.068,1,0.07419762481318846,0.07419762481318846
58,Bingo Share (sBGO),2021-03-18 17:52:21.963,2021-03-22 13:09:04.338,5,0.0699089329,0.0316748753
59,BitBlocks Fi... (BBFI),2021-03-18 03:35:33.355,2021-03-20 14:47:02.807,3,70.7429062427,62.5103469423
60,BlueToken (BLUE),2021-03-15 16:22:10.414,2021-03-18 19:55:32.526,2,0.6929457406,0.6405439939
61,Bogged Finan... (BOG),2021-03-18 17:52:22.021,2021-03-25 16:07:09.459,3,92.9226672342,46.4038319785
62,Borshchik (BORSHC...),2021-03-11 18:56:42.187,2021-03-11 18:56:42.187,1,656.25,656.25
63,BrickChain (BRICK),2021-03-14 22:54:54.932,2021-03-23 08:23:24.102,5,1792.0513380347998,1186.6752437152
64,Bunny Token (BUNNY),2021-03-15 16:22:10.402,2021-03-24 11:10:46.243,9,24.4327170558,8.0103928646
65,COMPLUS (COM),2021-03-15 22:30:32.087,2021-03-15 22:30:32.087,1,78.0,78.0
66,CafeSwap Tok... (BREW),2021-03-10 20:45:53.554,2021-03-22 13:16:31.190,7,28.42329795,21.2671391667
67,Cake or Deat... (COD),2021-03-16 23:02:02.106,2021-03-16 23:02:02.106,1,5.178817448,5.178817448
68,CardSwap Tok... (CARD),2021-03-10 20:45:53.472,2021-03-10 20:45:53.472,1,35.0,35.0
69,CheeseSwap I... (CID),2021-03-11 05:26:53.773,2021-03-21 15:17:48.130,3,111.8615079365,59.4107142857
70,CheesecakeSw... (CCAKE),2021-03-17 07:10:46.425,2021-03-17 07:10:46.425,1,16.2906313002,16.2906313002
71,CherryBlosso... (BLOSS),2021-03-20 10:43:29.110,2021-03-20 10:43:29.110,1,15795.94395123,15795.94395123
72,Chi Gastoken... (CHI),2021-03-14 22:54:54.735,2021-03-24 07:02:51.628,12,692.0,250.0
73,Chicken Keba... (CHIk),2021-03-23 07:41:23.839,2021-03-23 07:41:23.839,1,143.2470755443,143.2470755443
74,CocosTokenV2 (COCOS),2021-03-14 14:59:31.204,2021-03-14 14:59:31.204,1,6.19,6.19
75,Community St... (CSE),2021-03-16 23:02:05.073,2021-03-16 23:02:05.073,1,4.55,4.55
76,Conquer Swap... (BOAT),2021-03-21 15:17:48.196,2021-03-21 15:17:48.196,1,0.5088339223,0.5088339223
77,Contentos (COS),2021-03-16 23:02:05.099,2021-03-16 23:02:05.099,1,44403.7824368179,44403.7824368179
78,CoralFarm To... (CRL),2021-03-11 21:19:17.761,2021-03-17 13:17:11.984,2,2.8244274809,2.0
79,Corona Virus (VIRUS),2021-03-11 18:09:30.237,2021-03-20 14:47:02.872,5,268.7670194885,264.8640671731
80,Croco Vector... (CVV),2021-03-11 01:29:43.293,2021-03-11 01:29:43.293,1,0.016153846200000002,0.016153846200000002
81,Cryptoz eXPe... (CZXP),2021-03-14 14:59:31.226,2021-03-21 13:15:30.205,7,967.0,480.0
82,Cub Finance (CUB),2021-03-11 05:26:53.860,2021-03-22 13:16:31.246,3,5.2983997514,4.7142857143
83,DARUMA (DARUMA),2021-03-18 17:52:21.986,2021-03-18 17:52:21.986,1,2851206.68176954,2851206.68176954
84,DEFI 100 (D100),2021-03-11 11:46:57.196,2021-03-11 11:46:57.196,1,23685.221455278,23685.221455278
85,DF-BUSD-POOL (DF-BUS...),2021-03-21 13:15:30.176,2021-03-21 13:15:30.176,1,3041.6628708757,3041.6628708757
86,DFuture Toke... (DFT),2021-03-11 11:46:57.098,2021-03-15 11:21:13.232,2,2557.890861,2553.0
87,DODO bird (DODO),2021-03-11 01:29:40.352,2021-03-21 15:17:48.105,2,3.0401227902,3.0392584156
88,DUSA (DUSA),2021-03-20 14:47:02.864,2021-03-20 14:47:02.864,1,0.57362347,0.57362347
89,DXS TOKEN (DXS),2021-03-21 05:03:37.336,2021-03-21 05:03:37.336,1,0.0602895871,0.0602895871
90,DailySwap To... (DailyS),2021-03-11 11:46:57.112,2021-03-21 21:25:36.940,3,15306.1012691427,15106.1012691427
91,Data Leak C1... (TOPSEC...),2021-03-25 16:07:09.468,2021-03-25 16:07:09.468,1,1081.8517041075,1081.8517041075
92,Dimsum (DMS),2021-03-21 13:15:30.263,2021-03-22 13:09:04.260,2,110523760.37045994,108343917.01977886
93,Dino Token (DINO),2021-03-14 22:07:23.391,2021-03-16 23:02:04.995,3,3.1472392638,2.9447852761
94,Divine Lock (DVL),2021-03-23 08:23:24.085,2021-03-23 08:23:24.092,2,12258.5603619462,8419.8035344979
95,Doraemon (DORAE),2021-03-11 18:57:26.860,2021-03-11 18:57:26.860,1,10050888794.127012,10050888794.127012
96,Doritos Coin (DPUMP),2021-03-10 20:45:53.543,2021-03-10 20:45:53.543,1,1.571304196,1.571304196
97,Dragon Aces (Aces),2021-03-20 14:47:02.798,2021-03-20 14:47:02.798,1,493085932.8032791,493085932.8032791
98,Duck Token (DUCK),2021-03-14 22:53:33.942,2021-03-24 11:10:46.186,2,1924.3059356238,1921.5988998481
99,ETNA Network (ETNA),2021-03-21 15:17:48.153,2021-03-21 15:17:48.153,1,619150.0,619150.0
100,Eclipse (ECP),2021-03-18 17:52:22.042,2021-03-18 17:52:22.042,1,34.7234042553,34.7234042553
101,Egg Plant To... (EGPL),2021-03-17 13:17:11.961,2021-03-17 13:17:11.961,1,10.0,10.0
102,Elastic BNB (XBN),2021-03-25 16:07:09.594,2021-03-25 16:07:09.594,1,64.0767347177,64.0767347177
103,Eleven.finan... (ELE),2021-03-18 03:35:33.382,2021-03-18 03:35:33.382,1,6.3272598937,6.3272598937
104,Ellipsis.fin... (3EPS),2021-03-24 07:02:54.587,2021-03-24 07:02:54.587,1,9992.6274957051,9992.6274957051
105,Energy Token (Energy),2021-03-17 13:17:11.893,2021-03-21 21:25:37.007,8,113.4416485518,97.3856589685
106,Eva (EVA),2021-03-21 13:15:30.278,2021-03-21 13:15:30.278,1,28.16,28.16
107,Extend Finan... (EXF),2021-03-26 18:58:09.779,2021-03-26 18:58:09.779,1,25542.774229112,25542.774229112
108,FEGtoken (FEG),2021-03-14 22:53:33.974,2021-03-26 18:58:09.767,3,2479428027370.793,2450000000000.0
109,FOREST Finan... (FOREST),2021-03-23 18:38:53.415,2021-03-23 18:38:53.585,2,0.3199102286,0.2557442481
110,FREE coin BS... (FREE),2021-03-11 05:26:53.794,2021-03-22 13:16:31.223,4,114548087.36722927,100000000.0
111,Farming: 1in... (farm-1...),2021-03-11 18:09:33.184,2021-03-11 18:09:33.184,1,55.4110802931,55.4110802931
112,Fero (Fero),2021-03-15 22:30:32.092,2021-03-15 22:30:32.092,1,7.619614283550725,7.619614283550725
113,FireBull Tok... (FBull),2021-03-22 13:09:04.357,2021-03-22 13:09:04.361,2,86.5061247228,63.4892889742
114,Foodsies (FODSY),2021-03-26 18:58:09.771,2021-03-26 18:58:09.771,1,135.975,135.975
115,Friction Fin... (TAO),2021-03-20 10:43:29.066,2021-03-20 10:43:29.066,1,22.998288263,22.998288263
116,Fruit Token (FRUIT),2021-03-10 20:45:53.499,2021-03-10 20:45:53.499,1,302.8273809524,302.8273809524
117,FullSail Fin... (SAIL),2021-03-11 08:37:35.566,2021-03-18 23:58:54.084,9,55.1275210762,43.7248592639
118,GasBack (GasBac...),2021-03-14 14:59:31.228,2021-03-14 14:59:31.228,1,1050.6567721488,1050.6567721488
119,GoSwapp (GOFI),2021-03-14 22:07:23.261,2021-03-14 22:07:23.261,1,15.0,15.0
120,Gold Fish (GLDFIS...),2021-03-11 11:46:57.058,2021-03-16 23:02:05.090,2,12.2935045482,12.2066666667
121,Golden Goose... (GG1),2021-03-10 16:00:47.513,2021-03-23 18:38:53.542,15,926.2825640197003,849.516479882
122,Golden Goose... (GG2),2021-03-11 18:09:30.219,2021-03-19 18:21:46.462,19,246.2109708479,163.1980399751
123,Golden Goose... (GG3),2021-03-18 17:52:21.957,2021-03-26 10:41:56.163,14,58.27527046398163,35.5971501932
124,GoldenGem (GOG),2021-03-15 11:21:13.212,2021-03-15 11:21:13.212,1,48722394.95490413,48722394.95490413
125,Goose Golden... (EGG),2021-03-10 20:45:53.483,2021-03-25 16:07:09.597,20,83.61766758049998,28.7614546276
126,GourmetGalax... (GUM),2021-03-24 07:02:51.638,2021-03-24 07:02:51.638,1,20029.0,20029.0
127,Harakiri Tok... ($HRKR),2021-03-22 13:09:04.333,2021-03-22 13:16:31.166,2,3670635.5389257288,2639457.714675852
128,Helmet.insur... (Helmet),2021-03-10 15:12:47.470,2021-03-16 23:01:46.762,3,26614.5238266518,26558.0
129,HyperAlloy (ALLOY),2021-03-10 15:12:47.535,2021-03-24 07:02:51.639,10,654.5977987477909,419.9378017341
130,HyperMechs (MECHS),2021-03-14 14:59:31.201,2021-03-14 14:59:31.201,1,1.0000559677,1.0000559677
131,IMO (IMO),2021-03-21 21:25:37.014,2021-03-21 21:25:37.014,1,2832.6601115934,2832.6601115934
132,IRON Share (SIL),2021-03-11 01:29:40.331,2021-03-15 22:30:32.102,2,6.770837399632136,4.6212824281
133,IRON Share V... (STEEL),2021-03-18 11:44:29.739,2021-03-23 18:38:53.486,4,92.1801745476,65.2791779911
134,Injective Pr... (INJ),2021-03-15 22:30:35.067,2021-03-15 22:30:35.067,1,85.66807081446473,85.66807081446473
135,Interest Bea... (ibBNB),2021-03-19 14:18:28.766,2021-03-19 14:18:28.766,1,79.8365558672,79.8365558672
136,Iron Finance (IRON),2021-03-17 13:17:11.954,2021-03-17 13:17:11.954,1,400000.0,400000.0
137,JULb (JULb),2021-03-11 21:19:17.741,2021-03-23 07:41:23.867,9,4.465116862941381,2.2269022629
138,Jade Token (JADE),2021-03-25 16:07:09.514,2021-03-25 16:07:09.514,1,0.5960816311,0.5960816311
139,Jiggly (JIGG),2021-03-14 14:59:31.322,2021-03-26 18:58:09.883,7,125.60829356078108,66.6273952917
140,JulSwap (JulD),2021-03-10 15:12:47.483,2021-03-27 11:32:07.394,18,76333.1697856503,30682.7517671273
141,KIWIGO (KGO),2021-03-14 22:07:23.254,2021-03-22 13:16:31.206,4,97.48976,72.48976
142,Kebab Token (KEBAB),2021-03-11 01:29:43.279,2021-03-20 02:32:28.791,5,85.9866174263,43.287037037
143,Kindcow Fina... (KIND),2021-03-11 11:46:57.128,2021-03-15 22:30:35.060,5,83.47068698999999,72.32305781
144,King of the ... (KOTH),2021-03-16 23:01:46.835,2021-03-16 23:02:02.109,2,5.104545034099999,2.8425907441
145,KingdomSwapF... (CROWN),2021-03-14 22:53:34.011,2021-03-14 22:53:34.011,1,1.3997296472,1.3997296472
146,Kirin (KIRI),2021-03-10 20:45:53.514,2021-03-10 22:19:25.587,2,2.7254853076,2.7214432023
147,Klingon Toke... (KLING),2021-03-11 15:43:05.439,2021-03-11 15:43:05.564,2,0.1217426803,0.1195945322
148,Knight Token (KNIGHT),2021-03-15 16:22:10.472,2021-03-15 16:22:10.528,2,15757.2705157307,10822.6119485411
149,LIGHTENING.C... (LIC),2021-03-24 11:10:46.161,2021-03-24 11:10:46.270,3,200.0,100.0
150,LTO Network (LTO),2021-03-26 10:41:56.149,2021-03-26 10:41:56.149,1,14.7929900021,14.7929900021
151,LarvaSwap To... (LARVA),2021-03-11 01:29:43.255,2021-03-11 01:29:43.255,1,14.0986668411,14.0986668411
152,Lead Token o... (LEAD),2021-03-11 18:09:30.272,2021-03-23 07:41:23.796,3,18213.600874807402,17484.0974149383
153,LenaShield T... (LST),2021-03-18 23:58:51.155,2021-03-18 23:58:51.155,1,0.0,0.0
154,Life (LIFE),2021-03-19 18:21:46.307,2021-03-19 18:21:46.307,1,16.4811285714,16.4811285714
155,Lightning (LIGHT),2021-03-15 22:30:35.023,2021-03-15 22:30:35.023,1,15565.03701092,15565.03701092
156,Linear Token (LINA),2021-03-10 16:00:47.506,2021-03-24 07:02:54.573,5,46284.4699985662,30000.0
157,Litentry (LIT),2021-03-11 21:19:17.847,2021-03-14 22:53:33.920,2,24.5445832832,23.5695832832
158,Lyptus Token (LYPTUS),2021-03-21 13:15:30.224,2021-03-21 13:15:30.224,1,12.4418604651,12.4418604651
159,MDG/BUSD Val... (MDGBUS...),2021-03-10 15:12:47.464,2021-03-10 15:12:47.464,1,17.5151233569,17.5151233569
160,MDO/MDG Valu... (MDOMDG),2021-03-10 20:45:53.562,2021-03-10 20:45:53.562,1,7.9899635573,7.9899635573
161,MEE/WBNB Val... (MEEWBN...),2021-03-10 16:00:47.563,2021-03-10 16:00:47.563,1,5.99592e-05,5.99592e-05
162,MES/WBNB Val... (MESWBN...),2021-03-16 23:01:46.823,2021-03-16 23:01:46.823,1,0.0736680324,0.0736680324
163,MX Token (MX),2021-03-24 07:02:54.493,2021-03-24 07:02:54.493,1,0.0,0.0
164,MacaronSwap ... (MCRN),2021-03-18 19:55:32.513,2021-03-18 19:55:32.523,2,237.7,200.0
165,Magic Balanc... (MGB),2021-03-22 13:16:31.189,2021-03-22 13:16:31.189,1,0.05,0.05
166,Magikarp (MAGI),2021-03-10 22:19:25.624,2021-03-10 22:19:25.624,1,73445.19,73445.19
167,Mango Farm (MANGO),2021-03-17 07:10:46.334,2021-03-17 07:10:46.334,1,0.0152694886,0.0152694886
168,MarsCats (🐱),2021-03-19 18:21:46.334,2021-03-19 18:21:46.461,2,2.0,1.0
169,MeowSwap Tok... (MEOW),2021-03-18 19:55:32.468,2021-03-18 19:55:32.468,1,52.8894451443,52.8894451443
170,Meowth Token (MEOWTH),2021-03-10 20:45:53.487,2021-03-18 03:35:33.372,3,875.058411215,856.308411215
171,Mercipith (MERCY),2021-03-10 15:12:47.579,2021-03-10 15:12:47.579,1,0.96,0.96
172,Midas Dollar (MDO),2021-03-10 22:19:25.606,2021-03-23 14:30:50.621,6,657.6416270908,501.1019163191
173,Midas Dollar... (MDS),2021-03-10 15:12:47.509,2021-03-25 16:07:09.491,7,0.2686939649,0.1208408843
174,Midas Gold (MDG),2021-03-10 16:00:47.575,2021-03-17 13:17:11.912,5,4.9693335463,3.533258868
175,Midas Gold 2 (MDG2),2021-03-16 23:01:46.712,2021-03-24 07:02:54.517,8,2.5164342302,1.4249130807000001
176,MochiSwap To... (MOCHI),2021-03-19 18:21:46.376,2021-03-19 18:21:46.376,1,65.9209291695,65.9209291695
177,Moeda SEEDS (SEEDS),2021-03-10 15:12:47.522,2021-03-11 18:57:26.775,2,9916.4535644679,9821.7293402165
178,Monster Slay... (MSC),2021-03-20 14:47:02.740,2021-03-26 18:58:09.902,2,2536.046108801,2123.3394128259
179,Monster Slay... (MSS),2021-03-11 11:46:57.191,2021-03-24 11:10:45.307,4,4.646360191299999,4.414
180,Moo BIFI (mooBIF...),2021-03-17 07:10:46.303,2021-03-19 18:21:46.416,2,10.4167175303,6.5565674896
181,Moola (MLA),2021-03-14 14:59:31.295,2021-03-14 14:59:31.295,1,200.0,200.0
182,Moon Defi (MNDF),2021-03-11 01:29:43.299,2021-03-11 01:29:43.299,1,90000000000.0,90000000000.0
183,Mouse.Farm (MOUSE),2021-03-11 11:46:57.053,2021-03-16 23:01:46.790,2,23.8886963567,23.177482186
184,NAR Token (NAR),2021-03-18 11:44:29.718,2021-03-18 11:44:29.718,1,24971.1114838322,24971.1114838322
185,NFTArt.Finan... (NFTART),2021-03-23 18:38:53.564,2021-03-23 18:38:53.564,1,443024304241646.5,443024304241646.5
186,NFTL Token (NFTL),2021-03-15 11:21:13.206,2021-03-15 11:21:13.206,1,686.1344268218,686.1344268218
187,NIFDO Protoc... (NFD),2021-03-16 23:01:46.812,2021-03-16 23:01:46.812,1,20.0,20.0
188,Nerve (NRV),2021-03-16 23:02:02.103,2021-03-16 23:02:02.103,1,321.2253967229,321.2253967229
189,Ninetails (NINE),2021-03-23 07:41:23.756,2021-03-23 07:41:23.756,1,3.1010309278,3.1010309278
190,Niubi Token (NIU),2021-03-10 20:45:53.524,2021-03-10 20:45:53.524,1,8.5714285714,8.5714285714
191,Nominex (NMX),2021-03-22 13:16:31.213,2021-03-22 13:16:31.213,1,61.678130269,61.678130269
192,Nyan Cat Tok... (NCAT),2021-03-23 18:38:53.513,2021-03-23 18:38:53.513,1,483052916199.7157,483052916199.7157
193,Nyan Token (NYAN),2021-03-23 14:30:50.595,2021-03-23 14:30:50.595,1,59.1233766234,59.1233766234
194,OBRB (OBRb),2021-03-11 01:29:40.336,2021-03-11 01:29:40.336,1,1.0,1.0
195,OREO (ORE),2021-03-19 14:18:28.844,2021-03-19 14:18:28.844,1,30.0,30.0
196,PANDADAO (PDAO),2021-03-14 22:07:23.320,2021-03-14 22:07:23.320,1,1123565.0,1123565.0
197,PEGASUS Fina... (PEGASU...),2021-03-17 13:17:11.941,2021-03-17 13:17:11.941,1,279.2502337603,279.2502337603
198,Palm Token (PALM),2021-03-21 05:03:37.320,2021-03-21 05:03:37.320,1,35.4829433324,35.4829433324
199,Pancake LPs (Cake-L...),2021-03-10 15:12:47.491,2021-03-27 11:32:07.396,93,39908.745135896155,31226.8650341369
200,PancakeSwap ... (Cake),2021-03-10 15:12:47.530,2021-03-27 11:32:07.421,150,10702.48285855291,4667.8169339869
201,Peanut (PNUT),2021-03-11 08:37:35.494,2021-03-11 08:37:35.494,1,25423.20278005,25423.20278005
202,PepeSwap Tok... (PEPE),2021-03-18 19:55:32.565,2021-03-18 19:55:32.565,1,100000.0,100000.0
203,Perrserker T... (PERRSE...),2021-03-11 05:26:53.737,2021-03-26 18:58:09.905,3,7542.7086657369,6456.2644043669
204,Pet Token (PET),2021-03-23 18:38:53.551,2021-03-23 18:38:53.551,1,1.0,1.0
205,PeyniCoin (PYC),2021-03-11 21:19:17.816,2021-03-11 21:19:17.816,1,1.5,1.5
206,PhaserBSC (PHX),2021-03-11 18:09:30.309,2021-03-11 18:09:30.309,1,11.8695750061,11.8695750061
207,Piano Token (PIANO),2021-03-23 14:30:50.573,2021-03-23 14:30:50.573,1,0.0827831019,0.0827831019
208,Pichu Token (PICHU),2021-03-14 22:54:54.902,2021-03-14 22:54:54.902,1,9.7252365461,9.7252365461
209,Pig Token (PIG),2021-03-15 16:22:10.489,2021-03-15 16:22:10.489,1,3551159164.80245,3551159164.80245
210,Pill (PILL),2021-03-11 01:29:40.324,2021-03-11 01:29:43.247,5,17.7352139822,7.6133389822
211,Pineapple (PIN),2021-03-19 14:18:28.849,2021-03-20 02:32:28.812,3,2.4615384614999996,2.2615384615
212,Pinelix (PNL),2021-03-19 18:21:46.391,2021-03-19 18:21:46.391,1,7000000.0,7000000.0
213,PizzaSwap (PIZZA),2021-03-17 13:17:11.962,2021-03-27 11:32:07.298,3,20.604047619,13.9115079365
214,PoFi (PoFi),2021-03-21 13:15:30.194,2021-03-21 13:15:30.194,1,0.3396226415,0.3396226415
215,Pokeball (POKE),2021-03-14 22:53:34.039,2021-03-14 22:53:34.039,1,3.0,3.0
216,Polaris (POLAR),2021-03-14 14:59:31.207,2021-03-14 14:59:31.207,1,0.9375,0.9375
217,PolyCrowns (pCWS),2021-03-19 18:21:46.315,2021-03-19 18:21:46.315,1,0.3110417574,0.3110417574
218,Pulldogswap (PUS),2021-03-11 05:26:53.812,2021-03-11 05:26:53.812,1,719049019.0553942,719049019.0553942
219,RAKE (RAKE),2021-03-14 14:59:31.212,2021-03-14 14:59:31.212,1,0.0041587515,0.0041587515
220,RAMP DEFI (RAMP),2021-03-11 01:29:40.362,2021-03-11 08:37:35.607,2,22805.4797204496,22708.5525584486
221,RON (RON),2021-03-25 16:07:09.512,2021-03-25 16:07:09.512,1,100000.0,100000.0
222,Ramen Token (Ramen),2021-03-10 22:19:22.676,2021-03-25 16:07:09.587,4,158.5906465276,152.1001974738
223,Reactive.fin... (REACT),2021-03-11 18:56:42.043,2021-03-11 18:56:42.043,1,305326.21096084,305326.21096084
224,Reef.finance (REEF),2021-03-14 22:07:23.385,2021-03-14 22:07:23.385,1,1992.068184756,1992.068184756
225,Rick finance (RICK),2021-03-26 10:41:56.158,2021-03-26 10:41:56.158,1,2.8467153285,2.8467153285
226,Roar Finance (ROFI),2021-03-21 21:25:36.953,2021-03-22 13:16:31.259,3,30000.0,10000.0
227,RocketYield.... (ROCKET),2021-03-24 11:10:46.189,2021-03-24 11:10:46.189,1,102.3,102.3
228,Rooster Fina... (RTF),2021-03-18 03:35:33.381,2021-03-26 18:58:09.863,3,300000.0,100000.0
229,Royal Token (ROYA),2021-03-23 14:30:50.608,2021-03-24 07:02:54.512,3,149.9278088008,138.2499768367
230,Runner (RUNNER),2021-03-19 14:18:28.785,2021-03-21 21:25:37.036,3,30.0,10.0
231,Rupee Token (RUPEE),2021-03-11 18:09:30.229,2021-03-23 07:41:23.741,3,12.884734525,7.0
232,SAFEANIMAL T... (SAFEAN...),2021-03-19 18:21:46.431,2021-03-19 18:21:46.431,1,4068950386903.4927,4068950386903.4927
